  0.00000000E+00 -0.10512815E+02
  0.76777850E-02 -0.10462525E+02
  0.15355570E-01 -0.10329943E+02
  0.23033355E-01 -0.10168338E+02
  0.30711140E-01 -0.10220478E+02
  0.38388925E-01 -0.10573595E+02
  0.46066710E-01 -0.10876347E+02
  0.53744495E-01 -0.11072909E+02
  0.61422280E-01 -0.11141334E+02
  0.69100065E-01 -0.11076179E+02
  0.76777850E-01 -0.10884998E+02
  0.84455635E-01 -0.10587664E+02
  0.92133419E-01 -0.10218558E+02
  0.99811204E-01 -0.99225775E+01
  0.10748899E+00 -0.10173779E+02
  0.11516677E+00 -0.10411966E+02
  0.12284456E+00 -0.10592490E+02
  0.13052234E+00 -0.10707517E+02
  0.13820013E+00 -0.10766797E+02
  0.14587791E+00 -0.10789450E+02
  0.15355570E+00 -0.10794657E+02
  0.16123348E+00 -0.10794941E+02
  0.16891127E+00 -0.10794458E+02
  0.17658905E+00 -0.10791646E+02
  0.18426684E+00 -0.10783554E+02
  0.19194462E+00 -0.10769073E+02
  0.19962241E+00 -0.10749089E+02
  0.20730019E+00 -0.10723245E+02
  0.21497798E+00 -0.10685758E+02
  0.22265576E+00 -0.10624619E+02
  0.23033355E+00 -0.10526268E+02
  0.23801133E+00 -0.10382863E+02
  0.24568912E+00 -0.10197530E+02
  0.25336690E+00 -0.99851594E+01
  0.26104469E+00 -0.97695394E+01
  0.26872247E+00 -0.95831025E+01
  0.27640026E+00 -0.95001312E+01
  0.28407804E+00 -0.95542120E+01
  0.29175583E+00 -0.96343245E+01
  0.29943361E+00 -0.97036138E+01
  0.30711140E+00 -0.97484571E+01
  0.31478918E+00 -0.97624005E+01
  0.32246697E+00 -0.97514622E+01
  0.33014475E+00 -0.97874775E+01
  0.33782254E+00 -0.99709929E+01
  0.34550032E+00 -0.10164323E+02
  0.35317811E+00 -0.10297869E+02
  0.36085589E+00 -0.10349602E+02
  0.36853368E+00 -0.10320272E+02
  0.37621146E+00 -0.10231203E+02
  0.38388925E+00 -0.10122780E+02
  0.39156703E+00 -0.10047412E+02
  0.39924482E+00 -0.10029405E+02
  0.40692260E+00 -0.10042891E+02
  0.41460039E+00 -0.10087176E+02
  0.42227817E+00 -0.10195245E+02
  0.42995596E+00 -0.10355776E+02
  0.43763374E+00 -0.10514239E+02
  0.44531153E+00 -0.10616672E+02
  0.45298931E+00 -0.10622819E+02
  0.46066710E+00 -0.10514464E+02
  0.46834488E+00 -0.10306641E+02
  0.47602267E+00 -0.10059845E+02
  0.48370045E+00 -0.98549457E+01
  0.49137824E+00 -0.97088667E+01
  0.49905602E+00 -0.95994442E+01
  0.50673381E+00 -0.95655986E+01
  0.51441159E+00 -0.95723234E+01
  0.52208938E+00 -0.95806655E+01
  0.52976716E+00 -0.95883572E+01
  0.53744495E+00 -0.95996251E+01
  0.54512273E+00 -0.96181918E+01
  0.55280052E+00 -0.96427736E+01
  0.56047830E+00 -0.96658972E+01
  0.56815609E+00 -0.96767106E+01
  0.57583387E+00 -0.96713220E+01
  0.58351166E+00 -0.98274886E+01
  0.59118944E+00 -0.10030650E+02
  0.59886723E+00 -0.10156402E+02
  0.60654501E+00 -0.10186835E+02
  0.61422280E+00 -0.10130622E+02
  0.62190058E+00 -0.10015306E+02
  0.62957837E+00 -0.98961379E+01
  0.63725615E+00 -0.98591858E+01
  0.64493394E+00 -0.98737177E+01
  0.65261172E+00 -0.98934124E+01
  0.66028951E+00 -0.99052928E+01
  0.66796729E+00 -0.99037386E+01
  0.67564508E+00 -0.98874112E+01
  0.68332286E+00 -0.98618007E+01
  0.69100065E+00 -0.98427100E+01
  0.69867843E+00 -0.98441172E+01
  0.70635622E+00 -0.98550841E+01
  0.71403400E+00 -0.98653714E+01
  0.72171179E+00 -0.10135281E+02
  0.72938957E+00 -0.10386364E+02
  0.73706736E+00 -0.10561889E+02
  0.74474514E+00 -0.10649786E+02
  0.75242293E+00 -0.10654098E+02
  0.76010071E+00 -0.10589841E+02
  0.76777850E+00 -0.10503925E+02
  0.77538745E+00 -0.10493223E+02
  0.78299640E+00 -0.10461638E+02
  0.79060535E+00 -0.10424519E+02
  0.79821431E+00 -0.10401236E+02
  0.80582326E+00 -0.10407865E+02
  0.81343221E+00 -0.10451223E+02
  0.82104116E+00 -0.10525975E+02
  0.82865012E+00 -0.10615698E+02
  0.83625907E+00 -0.10697566E+02
  0.84386802E+00 -0.10750552E+02
  0.85147697E+00 -0.10767500E+02
  0.85908592E+00 -0.10746472E+02
  0.86669488E+00 -0.10678843E+02
  0.87430383E+00 -0.10576162E+02
  0.88191278E+00 -0.10465962E+02
  0.88952173E+00 -0.10377595E+02
  0.89713069E+00 -0.10296818E+02
  0.90473964E+00 -0.10195345E+02
  0.91234859E+00 -0.10070567E+02
  0.91995754E+00 -0.99318191E+01
  0.92756650E+00 -0.97889347E+01
  0.93517545E+00 -0.96491657E+01
  0.94278440E+00 -0.95201281E+01
  0.95039335E+00 -0.94211372E+01
  0.95800231E+00 -0.93566750E+01
  0.96561126E+00 -0.93080132E+01
  0.97322021E+00 -0.92674790E+01
  0.98082916E+00 -0.92361605E+01
  0.98843812E+00 -0.92271070E+01
  0.99604707E+00 -0.92547257E+01
  0.10036769E+01 -0.92902652E+01
  0.10113067E+01 -0.93468806E+01
  0.10189365E+01 -0.94270105E+01
  0.10265664E+01 -0.95275462E+01
  0.10341962E+01 -0.96422998E+01
  0.10418260E+01 -0.97654580E+01
  0.10494558E+01 -0.98915546E+01
  0.10570856E+01 -0.10014643E+02
  0.10647155E+01 -0.10128378E+02
  0.10723453E+01 -0.10227249E+02
  0.10799751E+01 -0.10308222E+02
  0.10876049E+01 -0.10371568E+02
  0.10952348E+01 -0.10419935E+02
  0.11028646E+01 -0.10456564E+02
  0.11104944E+01 -0.10484718E+02
  0.11181242E+01 -0.10507302E+02
  0.11257541E+01 -0.10524669E+02
  0.11333839E+01 -0.10532703E+02
  0.11410137E+01 -0.10523430E+02
  0.11486435E+01 -0.10487674E+02
  0.11562733E+01 -0.10418250E+02
  0.11639032E+01 -0.10312557E+02
  0.11715330E+01 -0.10174131E+02
  0.11791628E+01 -0.10013564E+02
  0.11867926E+01 -0.98513328E+01
  0.11944225E+01 -0.97156160E+01
  0.12020523E+01 -0.96383187E+01
  0.12096821E+01 -0.96212352E+01
  0.12173119E+01 -0.96307327E+01
  0.12249417E+01 -0.96530273E+01
  0.12325716E+01 -0.96838019E+01
  0.12402014E+01 -0.97234644E+01
  0.12478312E+01 -0.97740517E+01
  0.12554610E+01 -0.98257394E+01
  0.12630909E+01 -0.98561123E+01
  0.12707207E+01 -0.98473739E+01
  0.12783505E+01 -0.97963543E+01
  0.12859803E+01 -0.97202121E+01
  0.12936101E+01 -0.96567800E+01
  0.13012400E+01 -0.96221621E+01
  0.13088698E+01 -0.95946465E+01
  0.13164996E+01 -0.95986707E+01
  0.13241294E+01 -0.96246525E+01
  0.13317593E+01 -0.96057091E+01
  0.13393891E+01 -0.95352814E+01
  0.13470189E+01 -0.94266884E+01
  0.13546487E+01 -0.93239322E+01
  0.13622785E+01 -0.92863798E+01
  0.13699084E+01 -0.92807379E+01
  0.13775382E+01 -0.92784061E+01
  0.13851938E+01 -0.94684806E+01
  0.13928493E+01 -0.96274306E+01
  0.14005049E+01 -0.97608505E+01
  0.14081604E+01 -0.98905871E+01
  0.14158160E+01 -0.10021821E+02
  0.14234716E+01 -0.10139015E+02
  0.14311271E+01 -0.10240347E+02
  0.14387827E+01 -0.10352285E+02
  0.14464382E+01 -0.10456069E+02
  0.14540938E+01 -0.10510303E+02
  0.14617494E+01 -0.10504445E+02
  0.14694049E+01 -0.10448062E+02
  0.14770605E+01 -0.10364742E+02
  0.14847161E+01 -0.10320798E+02
  0.14923716E+01 -0.10432289E+02
  0.15000272E+01 -0.10581281E+02
  0.15076827E+01 -0.10715821E+02
  0.15153383E+01 -0.10802456E+02
  0.15229939E+01 -0.10818186E+02
  0.15306494E+01 -0.10753492E+02
  0.15383050E+01 -0.10613285E+02
  0.15459605E+01 -0.10415869E+02
  0.15536161E+01 -0.10190254E+02
  0.15612717E+01 -0.99889721E+01
  0.15689272E+01 -0.99138202E+01
  0.15765828E+01 -0.10004523E+02
  0.15842383E+01 -0.10317809E+02
  0.15918939E+01 -0.10691230E+02
  0.15995495E+01 -0.10968049E+02
  0.16072050E+01 -0.11087028E+02
  0.16148606E+01 -0.11034615E+02
  0.16225162E+01 -0.10827805E+02
  0.16301717E+01 -0.10508946E+02
  0.16378273E+01 -0.10142465E+02
  0.16454828E+01 -0.98105236E+01
  0.16531384E+01 -0.95938938E+01
  0.16607940E+01 -0.94920468E+01
  0.16684495E+01 -0.94432774E+01
  0.16761051E+01 -0.94095242E+01
  0.16837606E+01 -0.93736221E+01
  0.16914162E+01 -0.93338548E+01
  0.16990718E+01 -0.92978623E+01
  0.17067273E+01 -0.92791855E+01
  0.17143829E+01 -0.93000222E+01
  0.17220385E+01 -0.93917386E+01
  0.17296940E+01 -0.95769334E+01
  0.17373496E+01 -0.98508605E+01
  0.17450051E+01 -0.10196661E+02
  0.17526607E+01 -0.10589877E+02
  0.17603163E+01 -0.10978968E+02
  0.17679718E+01 -0.11299302E+02
  0.17756274E+01 -0.11505111E+02
  0.17832829E+01 -0.11580336E+02
  0.17909385E+01 -0.11535887E+02
  0.17985941E+01 -0.11403519E+02
  0.18062496E+01 -0.11226871E+02
  0.18139052E+01 -0.11046311E+02
  0.18215607E+01 -0.10879835E+02
  0.18292163E+01 -0.10722092E+02
  0.18368719E+01 -0.10567796E+02
  0.18445274E+01 -0.10424518E+02
  0.18521830E+01 -0.10304107E+02
  0.18598386E+01 -0.10207136E+02
  0.18674941E+01 -0.10117331E+02
  0.18751497E+01 -0.10012373E+02
  0.18828052E+01 -0.98812569E+01
  0.18904608E+01 -0.97583243E+01
  0.18981164E+01 -0.98392764E+01
  0.19057719E+01 -0.10096374E+02
  0.19134275E+01 -0.10408973E+02
  0.19210830E+01 -0.10712121E+02
  0.19287386E+01 -0.10954340E+02
  0.19363942E+01 -0.11103366E+02
  0.19440497E+01 -0.11161616E+02
  0.19517053E+01 -0.11324561E+02
  0.19593609E+01 -0.11810600E+02
  0.19670164E+01 -0.12330688E+02
  0.19746720E+01 -0.12788126E+02
  0.19823275E+01 -0.13128156E+02
  0.19899831E+01 -0.13314585E+02
  0.19976387E+01 -0.13331878E+02
  0.20052942E+01 -0.13184678E+02
  0.20129498E+01 -0.12893458E+02
  0.20206053E+01 -0.12487866E+02
  0.20282609E+01 -0.12000506E+02
  0.20359165E+01 -0.11463952E+02
  0.20435720E+01 -0.10913296E+02
  0.20512276E+01 -0.10418717E+02
  0.20588831E+01 -0.10342836E+02
  0.20665387E+01 -0.10431271E+02
  0.20741943E+01 -0.10491597E+02
  0.20818498E+01 -0.10512815E+02
  0.20895387E+01 -0.10461718E+02
  0.20972277E+01 -0.10320721E+02
  0.21049166E+01 -0.10104351E+02
  0.21126055E+01 -0.98362508E+01
  0.21202944E+01 -0.97723089E+01
  0.21279833E+01 -0.97915096E+01
  0.21356723E+01 -0.97407305E+01
  0.21433612E+01 -0.96340220E+01
  0.21510501E+01 -0.94929161E+01
  0.21587390E+01 -0.95657988E+01
  0.21664279E+01 -0.10034480E+02
  0.21741169E+01 -0.10584045E+02
  0.21818058E+01 -0.11157061E+02
  0.21894947E+01 -0.11702435E+02
  0.21971836E+01 -0.12176796E+02
  0.22048725E+01 -0.12544277E+02
  0.22125615E+01 -0.12776404E+02
  0.22202504E+01 -0.12852749E+02
  0.22279393E+01 -0.12762377E+02
  0.22356282E+01 -0.12505527E+02
  0.22433171E+01 -0.12094695E+02
  0.22510061E+01 -0.11554485E+02
  0.22586950E+01 -0.10920108E+02
  0.22663839E+01 -0.10234992E+02
  0.22740728E+01 -0.95479850E+01
  0.22817617E+01 -0.90766083E+01
  0.22894507E+01 -0.90950458E+01
  0.22971396E+01 -0.91168299E+01
  0.23048285E+01 -0.91239027E+01
  0.23125174E+01 -0.91075592E+01
  0.23202063E+01 -0.91024479E+01
  0.23278953E+01 -0.92514275E+01
  0.23355842E+01 -0.93531135E+01
  0.23432731E+01 -0.93909981E+01
  0.23509620E+01 -0.99724520E+01
  0.23586509E+01 -0.10710085E+02
  0.23663398E+01 -0.11421532E+02
  0.23740288E+01 -0.12051568E+02
  0.23817177E+01 -0.12552568E+02
  0.23894066E+01 -0.12888331E+02
  0.23970955E+01 -0.13036351E+02
  0.24047844E+01 -0.12988747E+02
  0.24124734E+01 -0.12752235E+02
  0.24201623E+01 -0.12347511E+02
  0.24278512E+01 -0.11808213E+02
  0.24355401E+01 -0.11179325E+02
  0.24432290E+01 -0.10514699E+02
  0.24509180E+01 -0.98735823E+01
  0.24586069E+01 -0.97451193E+01
  0.24662958E+01 -0.97632448E+01
  0.24739847E+01 -0.96730968E+01
  0.24816736E+01 -0.95060885E+01
  0.24893626E+01 -0.93285582E+01
  0.24970515E+01 -0.92813644E+01
  0.25047404E+01 -0.93007044E+01
  0.25124293E+01 -0.95184438E+01
  0.25201182E+01 -0.97592531E+01
  0.25278072E+01 -0.99541544E+01
  0.25354961E+01 -0.10101819E+02
  0.25431850E+01 -0.10205394E+02
  0.25508739E+01 -0.10439248E+02
  0.25585628E+01 -0.10936281E+02
  0.25662518E+01 -0.11408915E+02
  0.25739407E+01 -0.11800293E+02
  0.25816296E+01 -0.12056806E+02
  0.25893185E+01 -0.12135688E+02
  0.25970074E+01 -0.12011432E+02
  0.26046964E+01 -0.11680832E+02
  0.26123853E+01 -0.11168016E+02
  0.26200742E+01 -0.10529900E+02
  0.26277631E+01 -0.99857509E+01
  0.26354520E+01 -0.98677034E+01
  0.26431409E+01 -0.97592605E+01
  0.26508299E+01 -0.96580557E+01
  0.26585188E+01 -0.95629248E+01
  0.26662077E+01 -0.95368232E+01
  0.26738966E+01 -0.95559278E+01
  0.26815264E+01 -0.95941685E+01
  0.26891563E+01 -0.97377685E+01
  0.26967861E+01 -0.98793183E+01
  0.27044159E+01 -0.99797910E+01
  0.27120457E+01 -0.10022783E+02
  0.27196756E+01 -0.10005558E+02
  0.27273054E+01 -0.99358208E+01
  0.27349352E+01 -0.98353222E+01
  0.27425650E+01 -0.97497306E+01
  0.27501949E+01 -0.97645274E+01
  0.27578247E+01 -0.99058995E+01
  0.27654545E+01 -0.10308153E+02
  0.27730843E+01 -0.10675078E+02
  0.27807141E+01 -0.10967771E+02
  0.27883440E+01 -0.11161849E+02
  0.27959738E+01 -0.11246395E+02
  0.28036036E+01 -0.11221865E+02
  0.28112334E+01 -0.11098043E+02
  0.28188633E+01 -0.10892442E+02
  0.28264931E+01 -0.10629102E+02
  0.28341229E+01 -0.10337537E+02
  0.28417527E+01 -0.10256540E+02
  0.28493825E+01 -0.10329904E+02
  0.28570124E+01 -0.10365732E+02
  0.28646422E+01 -0.10362849E+02
  0.28722720E+01 -0.10319458E+02
  0.28799018E+01 -0.10236837E+02
  0.28875317E+01 -0.10123411E+02
  0.28951615E+01 -0.99972833E+01
  0.29027913E+01 -0.98870685E+01
  0.29104211E+01 -0.98286091E+01
  0.29180509E+01 -0.98458603E+01
  0.29256808E+01 -0.99201753E+01
  0.29333106E+01 -0.10000033E+02
  0.29409404E+01 -0.10040956E+02
  0.29485702E+01 -0.10025423E+02
  0.29562001E+01 -0.10225372E+02
  0.29638299E+01 -0.10466853E+02
  0.29714597E+01 -0.10619599E+02
  0.29790895E+01 -0.10638383E+02
  0.29867193E+01 -0.10497687E+02
  0.29943492E+01 -0.10196016E+02
  0.30019790E+01 -0.97598630E+01
  0.30096088E+01 -0.92485249E+01
  0.30172386E+01 -0.88218840E+01
  0.30248685E+01 -0.87650687E+01
  0.30324983E+01 -0.88246468E+01
  0.30401281E+01 -0.89353826E+01
  0.30477579E+01 -0.90942957E+01
  0.30553878E+01 -0.92896474E+01
  0.30630507E+01 -0.94707488E+01
  0.30707136E+01 -0.97630145E+01
  0.30783766E+01 -0.10081117E+02
  0.30860395E+01 -0.10362615E+02
  0.30937024E+01 -0.10567141E+02
  0.31013654E+01 -0.10669268E+02
  0.31090283E+01 -0.10659192E+02
  0.31166913E+01 -0.10544622E+02
  0.31243542E+01 -0.10351567E+02
  0.31320171E+01 -0.10126611E+02
  0.31396801E+01 -0.99637394E+01
  0.31473430E+01 -0.99224333E+01
  0.31550059E+01 -0.99086851E+01
  0.31626689E+01 -0.99164917E+01
  0.31703318E+01 -0.99973572E+01
  0.31779948E+01 -0.10113829E+02
  0.31856577E+01 -0.10192083E+02
  0.31933206E+01 -0.10222310E+02
  0.32009836E+01 -0.10218118E+02
  0.32086465E+01 -0.10194420E+02
  0.32163095E+01 -0.10168566E+02
  0.32239724E+01 -0.10175704E+02
  0.32316353E+01 -0.10232570E+02
  0.32392983E+01 -0.10324933E+02
  0.32469612E+01 -0.10431384E+02
  0.32546241E+01 -0.10530324E+02
  0.32622871E+01 -0.10601397E+02
  0.32699500E+01 -0.10628044E+02
  0.32776130E+01 -0.10600911E+02
  0.32852759E+01 -0.10520689E+02
  0.32929388E+01 -0.10398690E+02
  0.33006018E+01 -0.10252876E+02
  0.33082647E+01 -0.10100427E+02
  0.33159276E+01 -0.99595341E+01
  0.33235906E+01 -0.98732673E+01
  0.33312535E+01 -0.98716507E+01
  0.33389165E+01 -0.98932029E+01
  0.33465794E+01 -0.98988096E+01
  0.33542423E+01 -0.98769041E+01
  0.33619053E+01 -0.98287566E+01
  0.33695682E+01 -0.97658579E+01
  0.33772312E+01 -0.97060603E+01
  0.33848941E+01 -0.96653831E+01
  0.33925570E+01 -0.96515484E+01
  0.34002035E+01 -0.96689298E+01
  0.34078500E+01 -0.97152674E+01
  0.34154965E+01 -0.97737442E+01
  0.34231430E+01 -0.98230560E+01
  0.34307895E+01 -0.98444973E+01
  0.34384360E+01 -0.98278479E+01
  0.34460825E+01 -0.97765428E+01
  0.34537290E+01 -0.97131238E+01
  0.34613755E+01 -0.96727211E+01
  0.34690220E+01 -0.96660453E+01
  0.34766685E+01 -0.96790154E+01
  0.34843150E+01 -0.97017986E+01
  0.34919615E+01 -0.97308538E+01
  0.34996080E+01 -0.97640862E+01
  0.35072545E+01 -0.97983371E+01
  0.35149010E+01 -0.98291872E+01
  0.35225475E+01 -0.98520817E+01
  0.35301940E+01 -0.98634931E+01
  0.35378405E+01 -0.98616575E+01
  0.35454870E+01 -0.98471899E+01
  0.35531335E+01 -0.98236202E+01
  0.35607800E+01 -0.97974787E+01
  0.35684265E+01 -0.97789877E+01
  0.35760730E+01 -0.98060447E+01
  0.35837195E+01 -0.99011529E+01
  0.35913660E+01 -0.99643336E+01
  0.35990125E+01 -0.99769086E+01
  0.36066590E+01 -0.99449093E+01
  0.36143055E+01 -0.98882793E+01
  0.36219520E+01 -0.98421337E+01
  0.36295985E+01 -0.98290900E+01
  0.36372450E+01 -0.98305822E+01
  0.36448915E+01 -0.98369535E+01
  0.36525380E+01 -0.98562508E+01
  0.36601845E+01 -0.99027243E+01
  0.36678310E+01 -0.99589595E+01
  0.36754775E+01 -0.10003954E+02
  0.36831240E+01 -0.10024384E+02
  0.36907705E+01 -0.10012269E+02
  0.36984170E+01 -0.99648617E+01
  0.37060635E+01 -0.98847654E+01
  0.37137100E+01 -0.97797762E+01
  0.37213565E+01 -0.96630405E+01
  0.37290030E+01 -0.95572889E+01
  0.37366495E+01 -0.95422523E+01
  0.37442960E+01 -0.96517306E+01
  0.37519425E+01 -0.97683080E+01
  0.37595889E+01 -0.98710893E+01
  0.37672354E+01 -0.99549640E+01
  0.37748819E+01 -0.10017903E+02
  0.37825284E+01 -0.10059875E+02
  0.37901749E+01 -0.10082584E+02
  0.37978214E+01 -0.10089230E+02
  0.38054679E+01 -0.10084445E+02
  0.38131144E+01 -0.10076739E+02
  0.38207609E+01 -0.10097015E+02
  0.38284074E+01 -0.10202067E+02
  0.38360539E+01 -0.10331155E+02
  0.38437004E+01 -0.10426940E+02
  0.38513469E+01 -0.10472829E+02
  0.38589934E+01 -0.10466158E+02
  0.38666399E+01 -0.10414154E+02
